Região,UF,IBGE,Município,População,Domicílios com a TRIA aplicada,Domicílios em risco de insegurança alimentar,% Domicílios em risco de insegurança alimentar,Pessoas em domicílios em risco de insegurança alimentar,Domicílios em risco de insegurança alimentar com pessoas com deficiência ,% de domicílios em risco de insegurança alimentar com pessoas com deficiência ,Domicílios em risco de insegurança alimentar com pessoas em situação de rua,% de domicílios em risco de insegurança alimentar com pessoas em situação de rua,Domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional,% de domicílios em risco de insegurança alimentar com pessoas de povo ou comunidade tradicional,Domicílios em risco de insegurança alimentar com pessoas menores de 18 anos,% de domicílios em risco de insegurança alimentar com pessoas menores de 18 anos,Domicílios em risco de insegurança alimentar com RF respondente do sexo feminino,% de domicílios em risco de insegurança alimentar com RF respondente do sexo feminino,Domicílios em risco de insegurança alimentar com RF respondente do sexo masculino,% de domicílios em risco de insegurança alimentar com RF respondente do sexo masculino,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado pardo,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado branco,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado amarelo,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado preto,Domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena,% de domicílios em risco de insegurança alimentar com RF respondente autodeclarado indígena,Competência
SUDESTE,SP,354610.0,SANTA CLARA D'OESTE,2677.0,305.0,1.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354620.0,SANTA CRUZ DA CONCEICAO,4365.0,415.0,1.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354625.0,SANTA CRUZ DA ESPERANCA,2162.0,702.0,5.0,0.7,15.0,1.0,20.0,0.0,0.0,0.0,0.0,2.0,40.0,1.0,20.0,4.0,80.0,4.0,80.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354630.0,SANTA CRUZ DAS PALMEIRAS,29525.0,121.0,5.0,4.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354640.0,SANTA CRUZ DO RIO PARDO,47677.0,8702.0,199.0,2.3,639.0,19.0,9.5,2.0,1.0,1.0,0.5,83.0,41.7,123.0,65.4,65.0,34.6,48.0,25.5,127.0,67.5,2.0,1.1,11.0,5.8,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354650.0,SANTA ERNESTINA,6256.0,1331.0,3.0,0.2,12.0,1.0,33.3,0.0,0.0,0.0,0.0,2.0,66.7,0.0,0.0,2.0,100.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354660.0,SANTA FE DO SUL,36098.0,5170.0,83.0,1.6,230.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,34.9,33.0,53.2,29.0,46.8,16.0,25.8,43.0,69.3,1.0,1.6,2.0,3.2,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354670.0,SANTA GERTRUDES,24107.0,768.0,4.0,0.5,17.0,1.0,25.0,0.0,0.0,0.0,0.0,2.0,50.0,1.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354680.0,SANTA ISABEL,54586.0,1515.0,4.0,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,1.0,50.0,1.0,50.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354690.0,SANTA LUCIA,7181.0,259.0,1.0,0.4,8.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354700.0,SANTA MARIA DA SERRA,5314.0,91.0,1.0,1.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354710.0,SANTA MERCEDES,3012.0,1217.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354720.0,SANTANA DA PONTE PENSA,1698.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354730.0,SANTANA DE PARNAIBA,162341.0,251.0,16.0,6.4,70.0,4.0,25.0,0.0,0.0,0.0,0.0,14.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354740.0,SANTA RITA D'OESTE,2790.0,709.0,1.0,0.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354750.0,SANTA RITA DO PASSA QUATRO,25060.0,93.0,4.0,4.3,17.0,1.0,25.0,0.0,0.0,1.0,25.0,3.0,75.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354760.0,SANTA ROSA DE VITERBO,23725.0,1105.0,3.0,0.3,5.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,1.0,33.3,1.0,33.3,0.0,0.0,1.0,33.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354765.0,SANTA SALETE,1686.0,589.0,2.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354770.0,SANTO ANASTACIO,18045.0,1974.0,12.0,0.6,48.0,3.0,25.0,0.0,0.0,0.0,0.0,8.0,66.7,4.0,44.4,5.0,55.6,3.0,33.3,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354780.0,SANTO ANDRE,778711.0,2285.0,100.0,4.4,417.0,10.0,10.0,1.0,1.0,6.0,6.0,77.0,77.0,40.0,90.9,4.0,9.1,17.0,38.6,23.0,52.3,1.0,2.3,3.0,6.8,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354790.0,SANTO ANTONIO DA ALEGRIA,6917.0,320.0,1.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354800.0,SANTO ANTONIO DE POSSE,23779.0,93.0,6.0,6.5,38.0,3.0,50.0,0.0,0.0,0.0,0.0,5.0,83.3,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354805.0,SANTO ANTONIO DO ARACANGUA,8568.0,2376.0,5.0,0.2,12.0,2.0,40.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,40.0,3.0,60.0,2.0,40.0,2.0,40.0,0.0,0.0,1.0,20.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354810.0,SANTO ANTONIO DO JARDIM,6237.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354820.0,SANTO ANTONIO DO PINHAL,7294.0,2916.0,23.0,0.8,77.0,1.0,4.3,0.0,0.0,0.0,0.0,10.0,43.5,14.0,63.6,8.0,36.4,3.0,13.6,18.0,81.8,0.0,0.0,1.0,4.5,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354830.0,SANTO EXPEDITO,3063.0,1326.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,50.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354840.0,SANTOPOLIS DO AGUAPEI,3933.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354850.0,SANTOS,429567.0,3811.0,29.0,0.8,72.0,5.0,17.2,2.0,6.9,0.0,0.0,11.0,37.9,10.0,50.0,10.0,50.0,5.0,25.0,14.0,70.0,1.0,5.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354860.0,SAO BENTO DO SAPUCAI,11948.0,2088.0,56.0,2.7,180.0,6.0,10.7,0.0,0.0,1.0,1.8,26.0,46.4,17.0,37.0,29.0,63.0,3.0,6.5,41.0,89.1,1.0,2.2,1.0,2.2,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354870.0,SAO BERNARDO DO CAMPO,840499.0,72860.0,983.0,1.3,3642.0,120.0,12.2,9.0,0.9,7.0,0.7,521.0,53.0,564.0,74.7,191.0,25.3,354.0,46.9,334.0,44.2,5.0,0.7,62.0,8.2,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354880.0,SAO CAETANO DO SUL,172109.0,895.0,10.0,1.1,30.0,2.0,20.0,0.0,0.0,0.0,0.0,4.0,40.0,3.0,75.0,1.0,25.0,1.0,25.0,2.0,50.0,1.0,25.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354890.0,SAO CARLOS,265294.0,20948.0,523.0,2.5,1168.0,77.0,14.7,14.0,2.7,21.0,4.0,151.0,28.9,366.0,74.7,124.0,25.3,156.0,31.8,247.0,50.4,15.0,3.1,50.0,10.2,22.0,4.5,nov/2023 a dez/2025
SUDESTE,SP,354900.0,SAO FRANCISCO,2629.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354910.0,SAO JOAO DA BOA VISTA,95762.0,17903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354920.0,SAO JOAO DAS DUAS PONTES,2622.0,501.0,26.0,5.2,76.0,5.0,19.2,0.0,0.0,0.0,0.0,10.0,38.5,16.0,72.7,6.0,27.3,12.0,54.5,8.0,36.4,0.0,0.0,2.0,9.1,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354925.0,SAO JOAO DE IRACEMA,1880.0,647.0,10.0,1.5,36.0,1.0,10.0,0.0,0.0,0.0,0.0,5.0,50.0,5.0,55.6,4.0,44.4,5.0,55.6,3.0,33.3,0.0,0.0,1.0,11.1,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354930.0,SAO JOAO DO PAU D'ALHO,2288.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354940.0,SAO JOAQUIM DA BARRA,49815.0,105.0,6.0,5.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354950.0,SAO JOSE DA BELA VISTA,7690.0,2025.0,11.0,0.5,47.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,63.6,7.0,87.5,1.0,12.5,4.0,50.0,2.0,25.0,0.0,0.0,2.0,25.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354960.0,SAO JOSE DO BARREIRO,3898.0,345.0,2.0,0.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,50.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354970.0,SAO JOSE DO RIO PARDO,53416.0,4278.0,26.0,0.6,88.0,9.0,34.6,0.0,0.0,0.0,0.0,11.0,42.3,13.0,52.0,12.0,48.0,7.0,28.0,12.0,48.0,2.0,8.0,4.0,16.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354980.0,SAO JOSE DO RIO PRETO,501597.0,29634.0,1616.0,5.5,4107.0,195.0,12.1,476.0,29.5,29.0,1.8,549.0,34.0,826.0,56.4,639.0,43.6,565.0,38.6,738.0,50.4,7.0,0.5,157.0,10.7,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354990.0,SAO JOSE DOS CAMPOS,724756.0,29439.0,64.0,0.2,227.0,5.0,7.8,0.0,0.0,2.0,3.1,37.0,57.8,36.0,81.8,8.0,18.2,25.0,56.8,13.0,29.6,0.0,0.0,5.0,11.4,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,354995.0,SAO LOURENCO DA SERRA,16458.0,5485.0,226.0,4.1,752.0,48.0,21.2,0.0,0.0,1.0,0.4,114.0,50.4,155.0,74.9,52.0,25.1,84.0,40.6,108.0,52.2,0.0,0.0,15.0,7.2,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355000.0,SAO LUIS DO PARAITINGA,10497.0,37.0,3.0,8.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355010.0,SAO MANUEL,38166.0,3312.0,43.0,1.3,141.0,6.0,14.0,0.0,0.0,1.0,2.3,22.0,51.2,35.0,83.3,7.0,16.7,8.0,19.1,26.0,61.9,0.0,0.0,8.0,19.1,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355020.0,SAO MIGUEL ARCANJO,32904.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355030.0,SAO PAULO,11895578.0,760298.0,17074.0,2.2,48077.0,1448.0,8.5,824.0,4.8,603.0,3.5,7048.0,41.3,10458.0,74.6,3568.0,25.4,7073.0,50.4,4478.0,31.9,478.0,3.4,1984.0,14.2,5.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355040.0,SAO PEDRO,39725.0,10291.0,5.0,0.0,16.0,2.0,40.0,0.0,0.0,0.0,0.0,1.0,20.0,3.0,60.0,2.0,40.0,1.0,20.0,3.0,60.0,1.0,20.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355050.0,SAO PEDRO DO TURVO,7333.0,1537.0,23.0,1.5,71.0,7.0,30.4,1.0,4.3,0.0,0.0,12.0,52.2,6.0,28.6,15.0,71.4,5.0,23.8,13.0,61.9,0.0,0.0,3.0,14.3,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355060.0,SAO ROQUE,81342.0,8343.0,205.0,2.5,566.0,49.0,23.9,2.0,1.0,0.0,0.0,106.0,51.7,156.0,77.6,45.0,22.4,78.0,38.8,100.0,49.8,1.0,0.5,22.0,10.9,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355070.0,SAO SEBASTIAO,84019.0,11789.0,179.0,1.5,601.0,18.0,10.1,4.0,2.2,3.0,1.7,89.0,49.7,116.0,80.6,28.0,19.4,74.0,51.4,50.0,34.7,0.0,0.0,20.0,13.9,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355080.0,SAO SEBASTIAO DA GRAMA,10484.0,2826.0,5.0,0.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,2.0,50.0,2.0,50.0,2.0,50.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355090.0,SAO SIMAO,13590.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355100.0,SAO VICENTE,338407.0,450.0,20.0,4.4,56.0,5.0,25.0,0.0,0.0,0.0,0.0,5.0,25.0,6.0,60.0,4.0,40.0,3.0,30.0,6.0,60.0,0.0,0.0,1.0,10.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355110.0,SARAPUI,10632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355120.0,SARUTAIA,3769.0,982.0,3.0,0.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,1.0,33.3,2.0,66.7,1.0,33.3,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355130.0,SEBASTIANOPOLIS DO SUL,3187.0,1584.0,3.0,0.2,5.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,50.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355140.0,SERRA AZUL,13058.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355150.0,SERRANA,45408.0,3576.0,38.0,1.1,152.0,10.0,26.3,0.0,0.0,0.0,0.0,23.0,60.5,18.0,72.0,7.0,28.0,10.0,40.0,8.0,32.0,2.0,8.0,5.0,20.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355160.0,SERRA NEGRA,30920.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355170.0,SERTAOZINHO,131600.0,44.0,1.0,2.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355180.0,SETE BARRAS,12912.0,4427.0,20.0,0.5,66.0,1.0,5.0,1.0,5.0,0.0,0.0,12.0,60.0,11.0,64.7,6.0,35.3,13.0,76.5,4.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355190.0,SEVERINIA,14724.0,3888.0,39.0,1.0,141.0,4.0,10.3,0.0,0.0,0.0,0.0,23.0,59.0,25.0,69.4,11.0,30.6,19.0,52.8,15.0,41.7,0.0,0.0,2.0,5.6,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355200.0,SILVEIRAS,6313.0,1251.0,67.0,5.4,235.0,12.0,17.9,1.0,1.5,0.0,0.0,39.0,58.2,15.0,25.4,44.0,74.6,7.0,11.9,50.0,84.8,0.0,0.0,2.0,3.4,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355210.0,SOCORRO,41405.0,8401.0,46.0,0.5,143.0,9.0,19.6,2.0,4.3,0.0,0.0,18.0,39.1,27.0,71.0,11.0,28.9,4.0,10.5,31.0,81.6,2.0,5.3,1.0,2.6,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355220.0,SOROCABA,757459.0,428.0,16.0,3.7,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,68.8,3.0,100.0,0.0,0.0,1.0,33.3,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355230.0,SUD MENNUCCI,7466.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355240.0,SUMARE,289787.0,18424.0,713.0,3.9,1919.0,74.0,10.4,8.0,1.1,17.0,2.4,344.0,48.2,566.0,89.0,70.0,11.0,297.0,46.7,291.0,45.8,10.0,1.6,38.0,6.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355250.0,SUZANO,318765.0,34563.0,2115.0,6.1,8060.0,4.0,0.2,4.0,0.2,3.0,0.1,1135.0,53.7,1442.0,72.9,535.0,27.1,1073.0,54.3,768.0,38.9,14.0,0.7,122.0,6.2,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355255.0,SUZANAPOLIS,3464.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355260.0,TABAPUA,11499.0,49.0,2.0,4.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355270.0,TABATINGA,14994.0,608.0,6.0,1.0,36.0,2.0,33.3,0.0,0.0,0.0,0.0,4.0,66.7,3.0,75.0,1.0,25.0,3.0,75.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355280.0,TABOAO DA SERRA,284274.0,2224.0,55.0,2.5,227.0,6.0,10.9,0.0,0.0,0.0,0.0,40.0,72.7,16.0,76.2,5.0,23.8,6.0,28.6,5.0,23.8,5.0,23.8,5.0,23.8,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355290.0,TACIBA,6399.0,1521.0,4.0,0.3,11.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,50.0,3.0,100.0,0.0,0.0,2.0,66.7,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355300.0,TAGUAI,13006.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355310.0,TAIACU,5751.0,263.0,1.0,0.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355320.0,TAIUVA,6733.0,1141.0,10.0,0.9,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,5.0,71.4,2.0,28.6,3.0,42.9,4.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355330.0,TAMBAU,21682.0,813.0,2.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355340.0,TANABI,26021.0,5902.0,68.0,1.2,243.0,14.0,20.6,0.0,0.0,1.0,1.5,39.0,57.4,46.0,76.7,14.0,23.3,21.0,35.0,33.0,55.0,0.0,0.0,6.0,10.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355350.0,TAPIRAI,8122.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355360.0,TAPIRATIBA,11936.0,1619.0,8.0,0.5,31.0,2.0,25.0,0.0,0.0,0.0,0.0,3.0,37.5,5.0,71.4,2.0,28.6,4.0,57.1,3.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355365.0,TAQUARAL,2652.0,520.0,2.0,0.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355370.0,TAQUARITINGA,53322.0,1412.0,26.0,1.8,77.0,7.0,26.9,2.0,7.7,1.0,3.8,12.0,46.2,19.0,82.6,4.0,17.4,12.0,52.2,6.0,26.1,0.0,0.0,5.0,21.7,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355380.0,TAQUARITUBA,24863.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355385.0,TAQUARIVAI,7112.0,1270.0,7.0,0.6,24.0,1.0,14.3,0.0,0.0,0.0,0.0,4.0,57.1,5.0,83.3,1.0,16.7,0.0,0.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
SUDESTE,SP,355390.0,TARABAI,6635.0,1243.0,2.0,0.2,5.0,1.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nov/2023 a dez/2025
